combination_index,q01,q02,q03,q04,q05,q06,q07,q08,q09,q10,q11,q12,q13,q14,q15,answer_signature,selected_option_ids,top_idol_id,top_idol_name,score,confidence,matched_tags,top_user_tags
881018931,D,B,A,C,A,A,D,B,A,C,A,A,D,A,D,DBACAADBACAADAD,visual-01-d|visual-03-b|stage-a|stage-03-c|works-01-a|works-03-a|personality-01-d|personality-03-b|companionship-01-a|companionship-03-c|contrast-01-a|contrast-04-a|spend-01-d|interaction-a|interaction-05-d,檀健次,檀健次,71,64,温柔|舞台型|演员型|陪伴型|反差型|饭圈互动型,舞台型|热血|安利型|陪伴型|反差型|高级感|搞笑|演员型
881281139,D,B,A,C,A,B,D,B,A,C,A,B,D,A,D,DBACABDBACABDAD,visual-01-d|visual-03-b|stage-a|stage-03-c|works-01-a|works-03-b|personality-01-d|personality-03-b|companionship-01-a|companionship-03-c|contrast-01-a|contrast-04-b|spend-01-d|interaction-a|interaction-05-d,白敬亭,白敬亭,75,62,热血|养成系|演员型|陪伴型,热血|演员型|舞台型|陪伴型|高级感|搞笑|养成系|安利型
881543347,D,B,A,C,A,C,D,B,A,C,A,C,D,A,D,DBACACDBACACDAD,visual-01-d|visual-03-b|stage-a|stage-03-c|works-01-a|works-03-c|personality-01-d|personality-03-b|companionship-01-a|companionship-03-c|contrast-01-a|contrast-04-c|spend-01-d|interaction-a|interaction-05-d,范丞丞,范丞丞,75,65,热血|搞笑|养成系|演员型|综艺型,搞笑|热血|陪伴型|高级感|舞台型|演员型|养成系|安利型
881805555,D,B,A,C,A,D,D,B,A,C,A,D,D,A,D,DBACADDBACADDAD,visual-01-d|visual-03-b|stage-a|stage-03-c|works-01-a|works-03-d|personality-01-d|personality-03-b|companionship-01-a|companionship-03-c|contrast-01-a|contrast-04-d|spend-01-d|interaction-a|interaction-05-d,范丞丞,范丞丞,77,66,热血|搞笑|养成系|演员型|综艺型,热血|搞笑|养成系|陪伴型|高级感|舞台型|演员型|安利型
882067763,D,B,A,C,B,A,D,B,A,C,B,A,D,A,D,DBACBADBACBADAD,visual-01-d|visual-03-b|stage-a|stage-03-c|works-01-b|works-03-a|personality-01-d|personality-03-b|companionship-01-a|companionship-03-c|contrast-01-b|contrast-04-a|spend-01-d|interaction-a|interaction-05-d,changbin-徐彰彬,Changbin 徐彰彬,67,59,热血|搞笑|实力派|反差型|创作型,舞台型|热血|安利型|陪伴型|高级感|搞笑|反差型|养成系
882329971,D,B,A,C,B,B,D,B,A,C,B,B,D,A,D,DBACBBDBACBBDAD,visual-01-d|visual-03-b|stage-a|stage-03-c|works-01-b|works-03-b|personality-01-d|personality-03-b|companionship-01-a|companionship-03-c|contrast-01-b|contrast-04-b|spend-01-d|interaction-a|interaction-05-d,白敬亭,白敬亭,70,59,热血|养成系|演员型|陪伴型,热血|舞台型|陪伴型|高级感|搞笑|养成系|安利型|演员型
882592179,D,B,A,C,B,C,D,B,A,C,B,C,D,A,D,DBACBCDBACBCDAD,visual-01-d|visual-03-b|stage-a|stage-03-c|works-01-b|works-03-c|personality-01-d|personality-03-b|companionship-01-a|companionship-03-c|contrast-01-b|contrast-04-c|spend-01-d|interaction-a|interaction-05-d,changbin-徐彰彬,Changbin 徐彰彬,71,62,热血|搞笑|实力派|反差型|创作型,搞笑|热血|陪伴型|高级感|舞台型|创作型|养成系|安利型
882854387,D,B,A,C,B,D,D,B,A,C,B,D,D,A,D,DBACBDDBACBDDAD,visual-01-d|visual-03-b|stage-a|stage-03-c|works-01-b|works-03-d|personality-01-d|personality-03-b|companionship-01-a|companionship-03-c|contrast-01-b|contrast-04-d|spend-01-d|interaction-a|interaction-05-d,范丞丞,范丞丞,71,62,热血|搞笑|养成系|演员型|综艺型,热血|搞笑|养成系|陪伴型|高级感|舞台型|安利型|实力派
883116595,D,B,A,C,C,A,D,B,A,C,C,A,D,A,D,DBACCADBACCADAD,visual-01-d|visual-03-b|stage-a|stage-03-c|works-01-c|works-03-a|personality-01-d|personality-03-b|companionship-01-a|companionship-03-c|contrast-01-c|contrast-04-a|spend-01-d|interaction-a|interaction-05-d,范丞丞,范丞丞,71,62,热血|搞笑|养成系|演员型|综艺型,搞笑|舞台型|热血|安利型|陪伴型|高级感|反差型|养成系
883378803,D,B,A,C,C,B,D,B,A,C,C,B,D,A,D,DBACCBDBACCBDAD,visual-01-d|visual-03-b|stage-a|stage-03-c|works-01-c|works-03-b|personality-01-d|personality-03-b|companionship-01-a|companionship-03-c|contrast-01-c|contrast-04-b|spend-01-d|interaction-a|interaction-05-d,范丞丞,范丞丞,78,67,热血|搞笑|养成系|演员型|综艺型,热血|搞笑|舞台型|陪伴型|高级感|演员型|养成系|安利型
883641011,D,B,A,C,C,C,D,B,A,C,C,C,D,A,D,DBACCCDBACCCDAD,visual-01-d|visual-03-b|stage-a|stage-03-c|works-01-c|works-03-c|personality-01-d|personality-03-b|companionship-01-a|companionship-03-c|contrast-01-c|contrast-04-c|spend-01-d|interaction-a|interaction-05-d,范丞丞,范丞丞,79,67,热血|搞笑|养成系|演员型|综艺型,搞笑|热血|陪伴型|综艺型|高级感|舞台型|养成系|安利型
883903219,D,B,A,C,C,D,D,B,A,C,C,D,D,A,D,DBACCDDBACCDDAD,visual-01-d|visual-03-b|stage-a|stage-03-c|works-01-c|works-03-d|personality-01-d|personality-03-b|companionship-01-a|companionship-03-c|contrast-01-c|contrast-04-d|spend-01-d|interaction-a|interaction-05-d,范丞丞,范丞丞,81,69,热血|搞笑|养成系|演员型|综艺型,搞笑|热血|养成系|综艺型|陪伴型|高级感|舞台型|安利型
884165427,D,B,A,C,D,A,D,B,A,C,D,A,D,A,D,DBACDADBACDADAD,visual-01-d|visual-03-b|stage-a|stage-03-c|works-01-d|works-03-a|personality-01-d|personality-03-b|companionship-01-a|companionship-03-c|contrast-01-d|contrast-04-a|spend-01-d|interaction-a|interaction-05-d,刘耀文,刘耀文,75,60,热血|养成系|舞台型,舞台型|热血|养成系|安利型|陪伴型|高级感|搞笑|反差型
884427635,D,B,A,C,D,B,D,B,A,C,D,B,D,A,D,DBACDBDBACDBDAD,visual-01-d|visual-03-b|stage-a|stage-03-c|works-01-d|works-03-b|personality-01-d|personality-03-b|companionship-01-a|companionship-03-c|contrast-01-d|contrast-04-b|spend-01-d|interaction-a|interaction-05-d,刘耀文,刘耀文,79,63,热血|养成系|舞台型,热血|舞台型|养成系|陪伴型|高级感|搞笑|安利型|演员型
884689843,D,B,A,C,D,C,D,B,A,C,D,C,D,A,D,DBACDCDBACDCDAD,visual-01-d|visual-03-b|stage-a|stage-03-c|works-01-d|works-03-c|personality-01-d|personality-03-b|companionship-01-a|companionship-03-c|contrast-01-d|contrast-04-c|spend-01-d|interaction-a|interaction-05-d,刘耀文,刘耀文,73,58,热血|养成系|舞台型,热血|搞笑|舞台型|养成系|陪伴型|高级感|安利型|实力派
884952051,D,B,A,C,D,D,D,B,A,C,D,D,D,A,D,DBACDDDBACDDDAD,visual-01-d|visual-03-b|stage-a|stage-03-c|works-01-d|works-03-d|personality-01-d|personality-03-b|companionship-01-a|companionship-03-c|contrast-01-d|contrast-04-d|spend-01-d|interaction-a|interaction-05-d,刘耀文,刘耀文,79,63,热血|养成系|舞台型,养成系|热血|舞台型|搞笑|陪伴型|高级感|安利型|综艺型
885214259,D,B,A,D,A,A,D,B,A,D,A,A,D,A,D,DBADAADBADAADAD,visual-01-d|visual-03-b|stage-a|stage-03-d|works-01-a|works-03-a|personality-01-d|personality-03-b|companionship-01-a|companionship-03-d|contrast-01-a|contrast-04-a|spend-01-d|interaction-a|interaction-05-d,范丞丞,范丞丞,70,61,热血|搞笑|养成系|演员型|综艺型,热血|舞台型|安利型|搞笑|反差型|演员型|养成系|陪伴型
885476467,D,B,A,D,A,B,D,B,A,D,A,B,D,A,D,DBADABDBADABDAD,visual-01-d|visual-03-b|stage-a|stage-03-d|works-01-a|works-03-b|personality-01-d|personality-03-b|companionship-01-a|companionship-03-d|contrast-01-a|contrast-04-b|spend-01-d|interaction-a|interaction-05-d,范丞丞,范丞丞,76,65,热血|搞笑|养成系|演员型|综艺型,热血|演员型|舞台型|搞笑|养成系|陪伴型|安利型|作品型
885738675,D,B,A,D,A,C,D,B,A,D,A,C,D,A,D,DBADACDBADACDAD,visual-01-d|visual-03-b|stage-a|stage-03-d|works-01-a|works-03-c|personality-01-d|personality-03-b|companionship-01-a|companionship-03-d|contrast-01-a|contrast-04-c|spend-01-d|interaction-a|interaction-05-d,范丞丞,范丞丞,81,69,热血|搞笑|养成系|演员型|综艺型,热血|搞笑|舞台型|综艺型|演员型|养成系|陪伴型|安利型
886000883,D,B,A,D,A,D,D,B,A,D,A,D,D,A,D,DBADADDBADADDAD,visual-01-d|visual-03-b|stage-a|stage-03-d|works-01-a|works-03-d|personality-01-d|personality-03-b|companionship-01-a|companionship-03-d|contrast-01-a|contrast-04-d|spend-01-d|interaction-a|interaction-05-d,范丞丞,范丞丞,82,69,热血|搞笑|养成系|演员型|综艺型,热血|搞笑|养成系|综艺型|舞台型|演员型|陪伴型|安利型
886263092,D,B,A,D,B,A,D,B,A,D,B,A,D,B,A,DBADBADBADBADBA,visual-01-d|visual-03-b|stage-a|stage-03-d|works-01-b|works-03-a|personality-01-d|personality-03-b|companionship-01-a|companionship-03-d|contrast-01-b|contrast-04-a|spend-01-d|interaction-01-b|interaction-05-a,changbin-徐彰彬,Changbin 徐彰彬,72,62,热血|搞笑|实力派|反差型|创作型,热血|舞台型|搞笑|佛系|反差型|陪伴型|实力派|清冷
886525300,D,B,A,D,B,B,D,B,A,D,B,B,D,B,A,DBADBBDBADBBDBA,visual-01-d|visual-03-b|stage-a|stage-03-d|works-01-b|works-03-b|personality-01-d|personality-03-b|companionship-01-a|companionship-03-d|contrast-01-b|contrast-04-b|spend-01-d|interaction-01-b|interaction-05-a,刘耀文,刘耀文,72,58,热血|养成系|舞台型,热血|舞台型|搞笑|佛系|陪伴型|演员型|实力派|创作型
886787508,D,B,A,D,B,C,D,B,A,D,B,C,D,B,A,DBADBCDBADBCDBA,visual-01-d|visual-03-b|stage-a|stage-03-d|works-01-b|works-03-c|personality-01-d|personality-03-b|companionship-01-a|companionship-03-d|contrast-01-b|contrast-04-c|spend-01-d|interaction-01-b|interaction-05-a,changbin-徐彰彬,Changbin 徐彰彬,74,64,热血|搞笑|实力派|反差型|创作型,热血|搞笑|舞台型|佛系|创作型|综艺型|陪伴型|实力派
887049716,D,B,A,D,B,D,D,B,A,D,B,D,D,B,A,DBADBDDBADBDDBA,visual-01-d|visual-03-b|stage-a|stage-03-d|works-01-b|works-03-d|personality-01-d|personality-03-b|companionship-01-a|companionship-03-d|contrast-01-b|contrast-04-d|spend-01-d|interaction-01-b|interaction-05-a,范丞丞,范丞丞,73,63,热血|搞笑|养成系|演员型|综艺型,热血|舞台型|搞笑|综艺型|佛系|养成系|陪伴型|实力派
887311924,D,B,A,D,C,A,D,B,A,D,C,A,D,B,A,DBADCADBADCADBA,visual-01-d|visual-03-b|stage-a|stage-03-d|works-01-c|works-03-a|personality-01-d|personality-03-b|companionship-01-a|companionship-03-d|contrast-01-c|contrast-04-a|spend-01-d|interaction-01-b|interaction-05-a,范丞丞,范丞丞,73,63,热血|搞笑|养成系|演员型|综艺型,热血|舞台型|搞笑|综艺型|佛系|反差型|陪伴型|高级感
887574132,D,B,A,D,C,B,D,B,A,D,C,B,D,B,A,DBADCBDBADCBDBA,visual-01-d|visual-03-b|stage-a|stage-03-d|works-01-c|works-03-b|personality-01-d|personality-03-b|companionship-01-a|companionship-03-d|contrast-01-c|contrast-04-b|spend-01-d|interaction-01-b|interaction-05-a,范丞丞,范丞丞,78,67,热血|搞笑|养成系|演员型|综艺型,热血|舞台型|搞笑|综艺型|佛系|演员型|陪伴型|高级感
887836340,D,B,A,D,C,C,D,B,A,D,C,C,D,B,A,DBADCCDBADCCDBA,visual-01-d|visual-03-b|stage-a|stage-03-d|works-01-c|works-03-c|personality-01-d|personality-03-b|companionship-01-a|companionship-03-d|contrast-01-c|contrast-04-c|spend-01-d|interaction-01-b|interaction-05-a,范丞丞,范丞丞,80,68,热血|搞笑|养成系|演员型|综艺型,搞笑|热血|舞台型|综艺型|佛系|陪伴型|高级感|演员型
888098548,D,B,A,D,C,D,D,B,A,D,C,D,D,B,A,DBADCDDBADCDDBA,visual-01-d|visual-03-b|stage-a|stage-03-d|works-01-c|works-03-d|personality-01-d|personality-03-b|companionship-01-a|companionship-03-d|contrast-01-c|contrast-04-d|spend-01-d|interaction-01-b|interaction-05-a,范丞丞,范丞丞,82,69,热血|搞笑|养成系|演员型|综艺型,热血|搞笑|综艺型|舞台型|佛系|养成系|陪伴型|高级感
888360756,D,B,A,D,D,A,D,B,A,D,D,A,D,B,A,DBADDADBADDADBA,visual-01-d|visual-03-b|stage-a|stage-03-d|works-01-d|works-03-a|personality-01-d|personality-03-b|companionship-01-a|companionship-03-d|contrast-01-d|contrast-04-a|spend-01-d|interaction-01-b|interaction-05-a,刘耀文,刘耀文,79,63,热血|养成系|舞台型,舞台型|热血|搞笑|佛系|养成系|反差型|陪伴型|实力派
888622964,D,B,A,D,D,B,D,B,A,D,D,B,D,B,A,DBADDBDBADDBDBA,visual-01-d|visual-03-b|stage-a|stage-03-d|works-01-d|works-03-b|personality-01-d|personality-03-b|companionship-01-a|companionship-03-d|contrast-01-d|contrast-04-b|spend-01-d|interaction-01-b|interaction-05-a,刘耀文,刘耀文,80,63,热血|养成系|舞台型,热血|舞台型|搞笑|佛系|养成系|陪伴型|演员型|实力派
888885172,D,B,A,D,D,C,D,B,A,D,D,C,D,B,A,DBADDCDBADDCDBA,visual-01-d|visual-03-b|stage-a|stage-03-d|works-01-d|works-03-c|personality-01-d|personality-03-b|companionship-01-a|companionship-03-d|contrast-01-d|contrast-04-c|spend-01-d|interaction-01-b|interaction-05-a,刘耀文,刘耀文,76,60,热血|养成系|舞台型,热血|舞台型|搞笑|佛系|养成系|综艺型|陪伴型|实力派
889147380,D,B,A,D,D,D,D,B,A,D,D,D,D,B,A,DBADDDDBADDDDBA,visual-01-d|visual-03-b|stage-a|stage-03-d|works-01-d|works-03-d|personality-01-d|personality-03-b|companionship-01-a|companionship-03-d|contrast-01-d|contrast-04-d|spend-01-d|interaction-01-b|interaction-05-a,刘耀文,刘耀文,81,64,热血|养成系|舞台型,热血|舞台型|养成系|搞笑|综艺型|佛系|陪伴型|实力派
889409588,D,B,B,A,A,A,D,B,B,A,A,A,D,B,A,DBBAAADBBAAADBA,visual-01-d|visual-03-b|stage-01-b|stage-03-a|works-01-a|works-03-a|personality-01-d|personality-03-b|companionship-01-b|companionship-03-a|contrast-01-a|contrast-04-a|spend-01-d|interaction-01-b|interaction-05-a,严浩翔,严浩翔,73,61,实力派|养成系|舞台型|反差型,舞台型|热血|反差型|佛系|实力派|演员型|温柔|养成系
889671796,D,B,B,A,A,B,D,B,B,A,A,B,D,B,A,DBBAABDBBAABDBA,visual-01-d|visual-03-b|stage-01-b|stage-03-a|works-01-a|works-03-b|personality-01-d|personality-03-b|companionship-01-b|companionship-03-a|contrast-01-a|contrast-04-b|spend-01-d|interaction-01-b|interaction-05-a,白敬亭,白敬亭,73,61,热血|养成系|演员型|陪伴型,热血|舞台型|演员型|佛系|实力派|温柔|养成系|作品型
889934004,D,B,B,A,A,C,D,B,B,A,A,C,D,B,A,DBBAACDBBAACDBA,visual-01-d|visual-03-b|stage-01-b|stage-03-a|works-01-a|works-03-c|personality-01-d|personality-03-b|companionship-01-b|companionship-03-a|contrast-01-a|contrast-04-c|spend-01-d|interaction-01-b|interaction-05-a,范丞丞,范丞丞,72,62,热血|搞笑|养成系|演员型|综艺型,热血|舞台型|搞笑|佛系|实力派|演员型|温柔|养成系
890196212,D,B,B,A,A,D,D,B,B,A,A,D,D,B,A,DBBAADDBBAADDBA,visual-01-d|visual-03-b|stage-01-b|stage-03-a|works-01-a|works-03-d|personality-01-d|personality-03-b|companionship-01-b|companionship-03-a|contrast-01-a|contrast-04-d|spend-01-d|interaction-01-b|interaction-05-a,刘耀文,刘耀文,75,60,热血|养成系|舞台型,热血|养成系|舞台型|佛系|实力派|搞笑|演员型|温柔
890458420,D,B,B,A,B,A,D,B,B,A,B,A,D,B,A,DBBABADBBABADBA,visual-01-d|visual-03-b|stage-01-b|stage-03-a|works-01-b|works-03-a|personality-01-d|personality-03-b|companionship-01-b|companionship-03-a|contrast-01-b|contrast-04-a|spend-01-d|interaction-01-b|interaction-05-a,严浩翔,严浩翔,73,61,实力派|养成系|舞台型|反差型,舞台型|热血|实力派|温柔|佛系|反差型|养成系|陪伴型
890720628,D,B,B,A,B,B,D,B,B,A,B,B,D,B,A,DBBABBDBBABBDBA,visual-01-d|visual-03-b|stage-01-b|stage-03-a|works-01-b|works-03-b|personality-01-d|personality-03-b|companionship-01-b|companionship-03-a|contrast-01-b|contrast-04-b|spend-01-d|interaction-01-b|interaction-05-a,刘耀文,刘耀文,72,58,热血|养成系|舞台型,热血|舞台型|实力派|温柔|佛系|养成系|演员型|陪伴型
890982836,D,B,B,A,B,C,D,B,B,A,B,C,D,B,A,DBBABCDBBABCDBA,visual-01-d|visual-03-b|stage-01-b|stage-03-a|works-01-b|works-03-c|personality-01-d|personality-03-b|companionship-01-b|companionship-03-a|contrast-01-b|contrast-04-c|spend-01-d|interaction-01-b|interaction-05-a,changbin-徐彰彬,Changbin 徐彰彬,75,65,热血|搞笑|实力派|反差型|创作型,热血|实力派|舞台型|温柔|搞笑|佛系|创作型|养成系
891245044,D,B,B,A,B,D,D,B,B,A,B,D,D,B,A,DBBABDDBBABDDBA,visual-01-d|visual-03-b|stage-01-b|stage-03-a|works-01-b|works-03-d|personality-01-d|personality-03-b|companionship-01-b|companionship-03-a|contrast-01-b|contrast-04-d|spend-01-d|interaction-01-b|interaction-05-a,jung-kook-田柾国,Jung Kook 田柾国,76,60,热血|实力派|养成系,热血|实力派|养成系|舞台型|温柔|佛系|搞笑|综艺型
891507252,D,B,B,A,C,A,D,B,B,A,C,A,D,B,A,DBBACADBBACADBA,visual-01-d|visual-03-b|stage-01-b|stage-03-a|works-01-c|works-03-a|personality-01-d|personality-03-b|companionship-01-b|companionship-03-a|contrast-01-c|contrast-04-a|spend-01-d|interaction-01-b|interaction-05-a,beomgyu-崔杋圭,Beomgyu 崔杋圭,71,59,搞笑|养成系|舞台型|综艺型,舞台型|热血|搞笑|佛系|实力派|反差型|温柔|养成系
891769460,D,B,B,A,C,B,D,B,B,A,C,B,D,B,A,DBBACBDBBACBDBA,visual-01-d|visual-03-b|stage-01-b|stage-03-a|works-01-c|works-03-b|personality-01-d|personality-03-b|companionship-01-b|companionship-03-a|contrast-01-c|contrast-04-b|spend-01-d|interaction-01-b|interaction-05-a,范丞丞,范丞丞,75,65,热血|搞笑|养成系|演员型|综艺型,热血|舞台型|搞笑|佛系|演员型|实力派|温柔|养成系
892031668,D,B,B,A,C,C,D,B,B,A,C,C,D,B,A,DBBACCDBBACCDBA,visual-01-d|visual-03-b|stage-01-b|stage-03-a|works-01-c|works-03-c|personality-01-d|personality-03-b|companionship-01-b|companionship-03-a|contrast-01-c|contrast-04-c|spend-01-d|interaction-01-b|interaction-05-a,范丞丞,范丞丞,77,66,热血|搞笑|养成系|演员型|综艺型,搞笑|热血|舞台型|综艺型|佛系|实力派|温柔|养成系
892293876,D,B,B,A,C,D,D,B,B,A,C,D,D,B,A,DBBACDDBBACDDBA,visual-01-d|visual-03-b|stage-01-b|stage-03-a|works-01-c|works-03-d|personality-01-d|personality-03-b|companionship-01-b|companionship-03-a|contrast-01-c|contrast-04-d|spend-01-d|interaction-01-b|interaction-05-a,范丞丞,范丞丞,79,67,热血|搞笑|养成系|演员型|综艺型,热血|搞笑|养成系|舞台型|综艺型|佛系|实力派|温柔
892556084,D,B,B,A,D,A,D,B,B,A,D,A,D,B,A,DBBADADBBADADBA,visual-01-d|visual-03-b|stage-01-b|stage-03-a|works-01-d|works-03-a|personality-01-d|personality-03-b|companionship-01-b|companionship-03-a|contrast-01-d|contrast-04-a|spend-01-d|interaction-01-b|interaction-05-a,刘耀文,刘耀文,79,63,热血|养成系|舞台型,舞台型|热血|养成系|实力派|佛系|反差型|温柔|陪伴型
892818292,D,B,B,A,D,B,D,B,B,A,D,B,D,B,A,DBBADBDBBADBDBA,visual-01-d|visual-03-b|stage-01-b|stage-03-a|works-01-d|works-03-b|personality-01-d|personality-03-b|companionship-01-b|companionship-03-a|contrast-01-d|contrast-04-b|spend-01-d|interaction-01-b|interaction-05-a,刘耀文,刘耀文,81,64,热血|养成系|舞台型,热血|舞台型|养成系|实力派|佛系|温柔|演员型|陪伴型
893080500,D,B,B,A,D,C,D,B,B,A,D,C,D,B,A,DBBADCDBBADCDBA,visual-01-d|visual-03-b|stage-01-b|stage-03-a|works-01-d|works-03-c|personality-01-d|personality-03-b|companionship-01-b|companionship-03-a|contrast-01-d|contrast-04-c|spend-01-d|interaction-01-b|interaction-05-a,刘耀文,刘耀文,77,61,热血|养成系|舞台型,热血|舞台型|养成系|实力派|搞笑|佛系|温柔|陪伴型
893342708,D,B,B,A,D,D,D,B,B,A,D,D,D,B,A,DBBADDDBBADDDBA,visual-01-d|visual-03-b|stage-01-b|stage-03-a|works-01-d|works-03-d|personality-01-d|personality-03-b|companionship-01-b|companionship-03-a|contrast-01-d|contrast-04-d|spend-01-d|interaction-01-b|interaction-05-a,刘耀文,刘耀文,82,65,热血|养成系|舞台型,热血|养成系|舞台型|实力派|佛系|搞笑|温柔|综艺型
893604916,D,B,B,B,A,A,D,B,B,B,A,A,D,B,A,DBBBAADBBBAADBA,visual-01-d|visual-03-b|stage-01-b|stage-03-b|works-01-a|works-03-a|personality-01-d|personality-03-b|companionship-01-b|companionship-03-b|contrast-01-a|contrast-04-a|spend-01-d|interaction-01-b|interaction-05-a,刘耀文,刘耀文,76,60,热血|养成系|舞台型,热血|舞台型|演员型|反差型|佛系|养成系|搞笑|高级感
893867124,D,B,B,B,A,B,D,B,B,B,A,B,D,B,A,DBBBABDBBBABDBA,visual-01-d|visual-03-b|stage-01-b|stage-03-b|works-01-a|works-03-b|personality-01-d|personality-03-b|companionship-01-b|companionship-03-b|contrast-01-a|contrast-04-b|spend-01-d|interaction-01-b|interaction-05-a,timothe-e-chalamet,Timothée Chalamet,78,62,热血|养成系|演员型,热血|舞台型|演员型|佛系|养成系|作品型|搞笑|反差型
894129332,D,B,B,B,A,C,D,B,B,B,A,C,D,B,A,DBBBACDBBBACDBA,visual-01-d|visual-03-b|stage-01-b|stage-03-b|works-01-a|works-03-c|personality-01-d|personality-03-b|companionship-01-b|companionship-03-b|contrast-01-a|contrast-04-c|spend-01-d|interaction-01-b|interaction-05-a,范丞丞,范丞丞,77,66,热血|搞笑|养成系|演员型|综艺型,热血|舞台型|演员型|搞笑|佛系|养成系|综艺型|反差型
894391540,D,B,B,B,A,D,D,B,B,B,A,D,D,B,A,DBBBADDBBBADDBA,visual-01-d|visual-03-b|stage-01-b|stage-03-b|works-01-a|works-03-d|personality-01-d|personality-03-b|companionship-01-b|companionship-03-b|contrast-01-a|contrast-04-d|spend-01-d|interaction-01-b|interaction-05-a,刘耀文,刘耀文,80,63,热血|养成系|舞台型,热血|舞台型|养成系|演员型|佛系|搞笑|综艺型|反差型
894653748,D,B,B,B,B,A,D,B,B,B,B,A,D,B,A,DBBBBADBBBBADBA,visual-01-d|visual-03-b|stage-01-b|stage-03-b|works-01-b|works-03-a|personality-01-d|personality-03-b|companionship-01-b|companionship-03-b|contrast-01-b|contrast-04-a|spend-01-d|interaction-01-b|interaction-05-a,刘耀文,刘耀文,76,60,热血|养成系|舞台型,热血|舞台型|佛系|反差型|实力派|养成系|清冷|演员型
894915956,D,B,B,B,B,B,D,B,B,B,B,B,D,B,A,DBBBBBDBBBBBDBA,visual-01-d|visual-03-b|stage-01-b|stage-03-b|works-01-b|works-03-b|personality-01-d|personality-03-b|companionship-01-b|companionship-03-b|contrast-01-b|contrast-04-b|spend-01-d|interaction-01-b|interaction-05-a,刘耀文,刘耀文,78,62,热血|养成系|舞台型,热血|舞台型|演员型|佛系|实力派|养成系|温柔|创作型
895178164,D,B,B,B,B,C,D,B,B,B,B,C,D,B,A,DBBBBCDBBBBCDBA,visual-01-d|visual-03-b|stage-01-b|stage-03-b|works-01-b|works-03-c|personality-01-d|personality-03-b|companionship-01-b|companionship-03-b|contrast-01-b|contrast-04-c|spend-01-d|interaction-01-b|interaction-05-a,changbin-徐彰彬,Changbin 徐彰彬,74,64,热血|搞笑|实力派|反差型|创作型,热血|舞台型|搞笑|佛系|创作型|实力派|养成系|演员型
895440372,D,B,B,B,B,D,D,B,B,B,B,D,D,B,A,DBBBBDDBBBBDDBA,visual-01-d|visual-03-b|stage-01-b|stage-03-b|works-01-b|works-03-d|personality-01-d|personality-03-b|companionship-01-b|companionship-03-b|contrast-01-b|contrast-04-d|spend-01-d|interaction-01-b|interaction-05-a,刘耀文,刘耀文,80,63,热血|养成系|舞台型,热血|舞台型|养成系|佛系|搞笑|实力派|综艺型|演员型
895702580,D,B,B,B,C,A,D,B,B,B,C,A,D,B,A,DBBBCADBBBCADBA,visual-01-d|visual-03-b|stage-01-b|stage-03-b|works-01-c|works-03-a|personality-01-d|personality-03-b|companionship-01-b|companionship-03-b|contrast-01-c|contrast-04-a|spend-01-d|interaction-01-b|interaction-05-a,范丞丞,范丞丞,74,64,热血|搞笑|养成系|演员型|综艺型,热血|舞台型|搞笑|佛系|反差型|演员型|养成系|综艺型
895964788,D,B,B,B,C,B,D,B,B,B,C,B,D,B,A,DBBBCBDBBBCBDBA,visual-01-d|visual-03-b|stage-01-b|stage-03-b|works-01-c|works-03-b|personality-01-d|personality-03-b|companionship-01-b|companionship-03-b|contrast-01-c|contrast-04-b|spend-01-d|interaction-01-b|interaction-05-a,范丞丞,范丞丞,78,67,热血|搞笑|养成系|演员型|综艺型,热血|舞台型|演员型|搞笑|佛系|养成系|综艺型|高级感
896226996,D,B,B,B,C,C,D,B,B,B,C,C,D,B,A,DBBBCCDBBBCCDBA,visual-01-d|visual-03-b|stage-01-b|stage-03-b|works-01-c|works-03-c|personality-01-d|personality-03-b|companionship-01-b|companionship-03-b|contrast-01-c|contrast-04-c|spend-01-d|interaction-01-b|interaction-05-a,范丞丞,范丞丞,83,70,热血|搞笑|养成系|演员型|综艺型,热血|搞笑|舞台型|综艺型|佛系|演员型|养成系|高级感
896489204,D,B,B,B,C,D,D,B,B,B,C,D,D,B,A,DBBBCDDBBBCDDBA,visual-01-d|visual-03-b|stage-01-b|stage-03-b|works-01-c|works-03-d|personality-01-d|personality-03-b|companionship-01-b|companionship-03-b|contrast-01-c|contrast-04-d|spend-01-d|interaction-01-b|interaction-05-a,范丞丞,范丞丞,84,71,热血|搞笑|养成系|演员型|综艺型,热血|搞笑|舞台型|养成系|综艺型|佛系|演员型|高级感
896751412,D,B,B,B,D,A,D,B,B,B,D,A,D,B,A,DBBBDADBBBDADBA,visual-01-d|visual-03-b|stage-01-b|stage-03-b|works-01-d|works-03-a|personality-01-d|personality-03-b|companionship-01-b|companionship-03-b|contrast-01-d|contrast-04-a|spend-01-d|interaction-01-b|interaction-05-a,刘耀文,刘耀文,84,66,热血|养成系|舞台型,舞台型|热血|养成系|佛系|反差型|实力派|演员型|搞笑
897013620,D,B,B,B,D,B,D,B,B,B,D,B,D,B,A,DBBBDBDBBBDBDBA,visual-01-d|visual-03-b|stage-01-b|stage-03-b|works-01-d|works-03-b|personality-01-d|personality-03-b|companionship-01-b|companionship-03-b|contrast-01-d|contrast-04-b|spend-01-d|interaction-01-b|interaction-05-a,刘耀文,刘耀文,85,67,热血|养成系|舞台型,热血|舞台型|养成系|演员型|佛系|实力派|搞笑|高级感
